Pairs,I,D,BC
Anolis_chlorocyanus/Anolis_coelestinus,0.969591425572,0.811197124697,0.811197124697
Anolis_chlorocyanus/Anolis_coelestinus_0,0.974663911762,0.815809709237,0.815809709237
Anolis_chlorocyanus/Anolis_coelestinus_1,0.972966625516,0.814789162777,0.814789162777
Anolis_coelestinus/Anolis_chlorocyanus_0,0.96964110288,0.806565991366,0.806565991366
Anolis_coelestinus/Anolis_chlorocyanus_1,0.969423616317,0.810089315848,0.810089315849
