Pairs,I,D,BC
Anolis_coelestinus/Anolis_chlorocyanus,0.969277078674,0.810025705621,0.810025705621
Anolis_coelestinus_0/Anolis_chlorocyanus_0,0.989623443072,0.898334580939,0.898334580939
Anolis_coelestinus_0/Anolis_chlorocyanus_1,0.989866332929,0.899632377503,0.899632377503
Anolis_coelestinus_1/Anolis_chlorocyanus_0,0.985153952283,0.885616386875,0.885616386875
Anolis_coelestinus_1/Anolis_chlorocyanus_1,0.984424762002,0.880730419802,0.880730419803
