Pairs,I,D,BC
conAnolis_chlorocyanus/conAnolis_coelestinus,0.963434344022,0.788706221458,0.788706221458
conAnolis_chlorocyanus/conAnolis_coelestinus_0,0.963228902163,0.782679363043,0.782679363043
conAnolis_chlorocyanus/conAnolis_coelestinus_1,0.961297450868,0.784290550737,0.784290550737
conAnolis_coelestinus/conAnolis_chlorocyanus_0,0.964762699775,0.788820355714,0.788820355714
conAnolis_coelestinus/conAnolis_chlorocyanus_1,0.965220529914,0.790643228467,0.790643228466
